ags,62189958,9555,-2792,1089,-53,-133,254
ags,62189975,9428,-2861,1089,71,-38,166
ags,62189992,9321,-2812,1021,89,-8,-111
ags,62190009,9467,-2988,1001,98,-35,-288
ags,62190026,9477,-2792,1147,25,-148,-172
ags,62190043,9682,-2978,1138,92,52,-154
ags,62190060,9555,-2929,1099,71,55,74
ags,62190077,9419,-2919,1157,74,16,138
ags,62190094,9536,-2841,1108,120,-26,-44
ags,62190111,9360,-3027,1021,208,-176,-175
ags,62190128,8989,-3447,903,1087,40,-487
ags,62190145,9292,-2919,1187,1539,-66,-859
ags,62190162,9575,-2988,1479,1478,-600,-862
ags,62190179,9477,-2802,1304,852,-685,-896
ags,62190196,9760,-2539,1147,367,-878,-673
ags,62190213,9751,-2460,1157,138,-746,-941
ags,62190230,9829,-2392,1196,68,-652,-1417
ags,62190247,10073,-2373,1089,-129,-319,-1277
ags,62190264,10161,-2451,1177,-511,122,-511
ags,62190281,10044,-2441,1060,-432,473,489
ags,62190298,9790,-2402,1050,-493,495,748
ags,62190315,9565,-2548,1069,-584,601,474
ags,62190332,9243,-2832,884,-618,687,529
ags,62190349,9184,-3017,1021,-426,952,104
ags,62190366,9839,-2421,923,-520,449,187
ags,62190383,9467,-3046,1089,-233,125,162
ags,62190400,9917,-2988,981,361,-252,2399
ags,62190417,9585,-2900,1245,-53,-23,-1005
ags,62190434,9633,-2490,1108,269,58,-969
ags,62190451,9702,-2373,1069,68,98,-212
ags,62190468,9643,-2929,835,370,379,-313
ags,62190485,9262,-1142,1782,159,614,-78
ags,62190502,9643,-3300,1548,-569,95,205
ags,62190519,9536,-2744,1206,-288,-103,373
ags,62190536,9663,-2783,1099,-322,43,95
ags,62190553,9624,-2773,1021,-203,162,101
ags,62190570,9692,-2871,1060,-29,189,74
ags,62190587,9555,-2734,1040,-120,128,43
ags,62190604,9526,-2763,942,-35,34,162
ags,62190621,9409,-2890,1069,-87,31,-81
ags,62190638,9438,-2734,1108,141,-69,-813
ags,62190655,9546,-2656,1021,282,-225,-679
ags,62190672,9604,-2617,1060,254,-136,-84
ags,62190689,9585,-2558,1255,147,-133,147
ags,62190706,9643,-2597,1128,56,-133,269
ags,62190723,9575,-2499,1050,65,9,498
ags,62190740,9575,-2832,1333,-361,-60,571
ags,62190757,9419,-2998,1294,-75,-142,-81
ags,62190774,9409,-2792,1333,-72,-154,-267
ags,62190791,9467,-3066,1147,-14,-188,-859
ags,62190808,9682,-2558,1235,1,0,-758
ags,62190825,9663,-2705,1265,-62,16,-636
ags,62190842,9624,-2509,1050,-78,58,-892
ags,62190859,9643,-2548,1089,-93,6,-719
ags,62190876,9546,-2695,913,-142,34,13
ags,62190893,9536,-2753,981,-20,138,-29
ags,62190910,9633,-2919,1147,199,312,-261
ags,62190927,9516,-2734,1108,208,345,-374
ags,62190944,9604,-2470,1157,105,232,-172
ags,62190961,9663,-2539,1431,-99,-145,-294
ags,62190978,9673,-2480,1108,-310,-280,-413
ags,62190995,9594,-2246,1079,-239,-426,-123
ags,62191012,9751,-2441,1157,-218,-334,7
ags,62191029,9682,-2529,972,-282,-151,74
ags,62191046,9702,-2783,952,-197,-60,166
ags,62191063,9643,-2499,1108,181,119,706
ags,62191080,9526,-2568,991,385,104,645
ags,62191097,9292,-2861,1128,47,-222,-426
ags,62191114,9516,-2685,1060,-105,-475,-386
ags,62191131,9731,-2529,835,28,-344,-90
ags,62191148,10005,-2578,913,-10,-194,50
ags,62191165,9829,-2558,1089,25,-93,242
ags,62191182,9624,-2402,1128,272,-90,269
ags,62191199,9497,-2373,1147,132,-103,162
ags,62191216,9311,-2412,1021,-1,-48,31
ags,62191233,9301,-2363,1118,-306,-225,7
ags,62191250,9575,-2568,962,-700,-212,117
ags,62191267,9575,-2714,1069,-593,-35,108
ags,62191284,9555,-2685,991,-261,25,-142
ags,62191301,9643,-2548,1060,-395,-130,202
ags,62191318,9604,-2578,1040,-483,-173,275
ags,62191335,9702,-2441,1177,-395,-93,68
ags,62191352,9575,-2617,952,-255,64,-1
ags,62191369,9487,-2665,933,-245,125,-68
ags,62191386,9663,-2665,962,-191,92,59
ags,62191403,9555,-2665,923,-273,110,315
ags,62191420,9633,-2480,884,-169,107,291
ags,62191437,9673,-2558,962,-200,247,-72
